ID,Gender,Age,Notes,Date,Time,Lamp1 Estimate Template Number,Lamp1 Estimate Template Size (cm),Lamp1 Estimate Distance (cm),Lamp1 Adjusted Template Number,Lamp1 Adjusted Template Size (cm),Lamp1 Adjusted Distance (cm),Lamp1 Width (cm),Lamp1 Distance (cm),Lamp2 Estimate Template Number,Lamp2 Estimate Template Size (cm),Lamp2 Estimate Distance (cm),Lamp2 Adjusted Template Number,Lamp2 Adjusted Template Size (cm),Lamp2 Adjusted Distance (cm),Lamp2 Width (cm),Lamp2 Distance (cm),Lamp3 Estimate Template Number,Lamp3 Estimate Template Size (cm),Lamp3 Estimate Distance (cm),Lamp3 Adjusted Template Number,Lamp3 Adjusted Template Size (cm),Lamp3 Adjusted Distance (cm),Lamp3 Width (cm),Lamp3 Distance (cm),Lamp4 Estimate Template Number,Lamp4 Estimate Template Size (cm),Lamp4 Estimate Distance (cm),Lamp4 Adjusted Template Number,Lamp4 Adjusted Template Size (cm),Lamp4 Adjusted Distance (cm),Lamp4 Width (cm),Lamp4 Distance (cm),Lamp1a Estimate Template Number,Lamp1a Estimate Template Size (cm),Lamp1a Estimate Distance (cm),Lamp1a Adjusted Template Number,Lamp1a Adjusted Template Size (cm),Lamp1a Adjusted Distance (cm),Lamp1a Width (cm),Lamp1a Distance (cm),Lamp1a 1st Caliper Aperture (cm),Lamp1a 1st Caliper Distance (cm),Lamp2a Estimate Template Number,Lamp2a Estimate Template Size (cm),Lamp2a Estimate Distance (cm),Lamp2a Adjusted Template Number,Lamp2a Adjusted Template Size (cm),Lamp2a Adjusted Distance (cm),Lamp2a Width (cm),Lamp2a Distance (cm),Lamp2a 1st Caliper Aperture (cm),Lamp2a 1st Caliper Distance (cm),Lamp3a Estimate Template Number,Lamp3a Estimate Template Size (cm),Lamp3a Estimate Distance (cm),Lamp3a Adjusted Template Number,Lamp3a Adjusted Template Size (cm),Lamp3a Adjusted Distance (cm),Lamp3a Width (cm),Lamp3a Distance (cm),Lamp3a 1st Caliper Aperture (cm),Lamp3a 1st Caliper Distance (cm),Lamp4a Estimate Template Number,Lamp4a Estimate Template Size (cm),Lamp4a Estimate Distance (cm),Lamp4a Adjusted Template Number,Lamp4a Adjusted Template Size (cm),Lamp4a Adjusted Distance (cm),Lamp4a Width (cm),Lamp4a Distance (cm),Lamp4a 1st Caliper Aperture (cm),Lamp4a 1st Caliper Distance (cm),Lamp5 Estimate Template Number,Lamp5 Estimate Template Size (cm),Lamp5 Estimate Distance (cm),Lamp5 Adjusted Template Number,Lamp5 Adjusted Template Size (cm),Lamp5 Adjusted Distance (cm),Lamp5 Width (cm),Lamp5 Distance (cm),Lamp5 1st Caliper Aperture (cm),Lamp5 1st Caliper Distance (cm),Lamp5 2nd Caliper Aperture (cm),Lamp5 2nd Caliper Distance (cm),Lamp6 Estimate Template Number,Lamp6 Estimate Template Size (cm),Lamp6 Estimate Distance (cm),Lamp6 Adjusted Template Number,Lamp6 Adjusted Template Size (cm),Lamp6 Adjusted Distance (cm),Lamp6 Width (cm),Lamp6 Distance (cm),Lamp6 1st Caliper Aperture (cm),Lamp6 1st Caliper Distance (cm),Lamp6 2nd Caliper Aperture (cm),Lamp6 2nd Caliper Distance (cm),Lamp7 Estimate Template Number,Lamp7 Estimate Template Size (cm),Lamp7 Estimate Distance (cm),Lamp7 Adjusted Template Number,Lamp7 Adjusted Template Size (cm),Lamp7 Adjusted Distance (cm),Lamp7 Width (cm),Lamp7 Distance (cm),Lamp7 1st Caliper Aperture (cm),Lamp7 1st Caliper Distance (cm),Lamp7 2nd Caliper Aperture (cm),Lamp7 2nd Caliper Distance (cm),Stick1 Estimate Template Number,Stick1 Estimate Template Size (cm),Stick1 Estimate Distance (cm),Stick1 Adjusted Template Number,Stick1 Adjusted Template Size (cm),Stick1 Adjusted Distance (cm),Stick1 Width (cm),Stick1 Height (cm),Stick1 Distance (cm),Stick2 Estimate Template Number,Stick2 Estimate Template Size (cm),Stick2 Estimate Distance (cm),Stick2 Adjusted Template Number,Stick2 Adjusted Template Size (cm),Stick2 Adjusted Distance (cm),Stick2 Width (cm),Stick2 Height (cm),Stick2 Distance (cm),Stick3 Estimate Template Number,Stick3 Estimate Template Size (cm),Stick3 Estimate Distance (cm),Stick3 Adjusted Template Number,Stick3 Adjusted Template Size (cm),Stick3 Adjusted Distance (cm),Stick3 Width (cm),Stick3 Height (cm),Stick3 Distance (cm),Stick4 Estimate Template Number,Stick4 Estimate Template Size (cm),Stick4 Estimate Distance (cm),Stick4 Adjusted Template Number,Stick4 Adjusted Template Size (cm),Stick4 Adjusted Distance (cm),Stick4 Width (cm),Stick4 Height (cm),Stick4 Distance (cm),Stick7 Estimate Template Number,Stick7 Estimate Template Size (cm),Stick7 Estimate Distance (cm),Stick7 Adjusted Template Number,Stick7 Adjusted Template Size (cm),Stick7 Adjusted Distance (cm),Stick7 Width (cm),Stick7 Height (cm),Stick7 Distance (cm),Stick7 1st Caliper Aperture (cm),Stick7 1st Caliper Distance (cm),Stick7 2nd Caliper Aperture (cm),Stick7 2nd Caliper Distance (cm),Stick8 Estimate Template Number,Stick8 Estimate Template Size (cm),Stick8 Estimate Distance (cm),Stick8 Adjusted Template Number,Stick8 Adjusted Template Size (cm),Stick8 Adjusted Distance (cm),Stick8 Width (cm),Stick8 Height (cm),Stick8 Distance (cm),Stick8 1st Caliper Aperture (cm),Stick8 1st Caliper Distance (cm),Stick8 2nd Caliper Aperture (cm),Stick8 2nd Caliper Distance (cm),Stick9 Estimate Template Number,Stick9 Estimate Template Size (cm),Stick9 Estimate Distance (cm),Stick9 Adjusted Template Number,Stick9 Adjusted Template Size (cm),Stick9 Adjusted Distance (cm),Stick9 Width (cm),Stick9 Height (cm),Stick9 Distance (cm),Stick9 1st Caliper Aperture (cm),Stick9 1st Caliper Distance (cm),Stick9 2nd Caliper Aperture (cm),Stick9 2nd Caliper Distance (cm),Stick9a Estimate Template Number,Stick9a Estimate Template Size (cm),Stick9a Estimate Distance (cm),Stick9a Adjusted Template Number,Stick9a Adjusted Template Size (cm),Stick9a Adjusted Distance (cm),Stick9a Width (cm),Stick9a Height (cm),Stick9a Distance (cm),Stick9a 1st Caliper Aperture (cm),Stick9a 1st Caliper Distance (cm),Stick9a 2nd Caliper Aperture (cm),Stick9a 2nd Caliper Distance (cm),Stick10 Estimate Template Number,Stick10 Estimate Template Size (cm),Stick10 Estimate Distance (cm),Stick10 Adjusted Template Number,Stick10 Adjusted Template Size (cm),Stick10 Adjusted Distance (cm),Stick10 Width (cm),Stick10 Height (cm),Stick10 Distance (cm),Stick10 1st Caliper Aperture (cm),Stick10 1st Caliper Distance (cm),Stick10 2nd Caliper Aperture (cm),Stick10 2nd Caliper Distance (cm),MoonBallBall1 Estimate Template Number,MoonBall1 Estimate Template Size (cm),MoonBall1 Estimate Distance (cm),MoonBall1 Adjusted Template Number,MoonBall1 Adjusted Template Size (cm),MoonBall1 Adjusted Distance (cm),MoonBall1 Width (cm),MoonBall1 Distance (cm),MoonBall2 Estimate Template Number,MoonBall2 Estimate Template Size (cm),MoonBall2 Estimate Distance (cm),MoonBall2 Adjusted Template Number,MoonBall2 Adjusted Template Size (cm),MoonBall2 Adjusted Distance (cm),MoonBall2 Width (cm),MoonBall2 Distance (cm),MoonBall3 Estimate Template Number,MoonBall3 Estimate Template Size (cm),MoonBall3 Estimate Distance (cm),MoonBall3 Adjusted Template Number,MoonBall3 Adjusted Template Size (cm),MoonBall3 Adjusted Distance (cm),MoonBall3 Width (cm),MoonBall3 Distance (cm),MoonBall4 Estimate Template Number,MoonBall4 Estimate Template Size (cm),MoonBall4 Estimate Distance (cm),MoonBall4 Adjusted Template Number,MoonBall4 Adjusted Template Size (cm),MoonBall4 Adjusted Distance (cm),MoonBall4 Width (cm),MoonBall4 Distance (cm),BlueBall Estimate Template Number,BlueBall Estimate Template Size (cm),BlueBall Estimate Distance (cm),BlueBall Adjusted Template Number,BlueBall Adjusted Template Size (cm),BlueBall Adjusted Distance (cm),BlueBall Width (cm),BlueBall Distance (cm),BlueBall 1st Caliper Aperture (cm),BlueBall 1st Caliper Distance (cm),BlueBall 2nd Caliper Aperture (cm),BlueBall 2nd Caliper Distance (cm)
65,Male,21,,3/5/2025,14:31,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,9,0.98,72.70,4,0.52,53.60,40.64,6670,6.149,46.000,14,2.15,68.00,10,1.22,53.90,40.64,2250,6.449,47.000,9,0.98,69.00,4,0.52,54.60,40.64,4890,6.190,51.200,11,1.44,68.7,7,0.78,53.2,40.64,3230,6.373,50.100,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
66,Female,27,,3/6/2025,14:30,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,11,1.44,69.90,4,0.52,67.40,40.64,6670,6.031,48.500,16,2.7,66.70,10,1.22,62.30,40.64,2250,6.717,51.700,12,1.63,71.50,5,0.65,59.50,40.64,4890,6.352,55.400,13,1.90,72,9,0.98,63.4,40.64,3230,6.798,62.000,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
67,Female,57,,3/7/2025,13:43,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,16,2.7,70.60,2,0.39,66.10,40.64,6670,5.929,40.700,20,4.7,66.40,10,1.22,62.10,40.64,2250,6.374,35.400,17,3.3,68.80,4,0.52,55.00,40.64,4890,6.238,40.500,18,3.8,68.7,7,0.78,53.3,40.64,3230,6.461,39.800,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
68,Female,30,,3/7/2025,14:27,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,11,1.44,81.30,4,0.52,61.30,40.64,6670,6.404,42.900,13,1.90,80.20,10,1.22,59.10,40.64,2250,6.801,47.300,8,0.96,78.80,5,0.65,57.20,40.64,4890,6.438,51.400,10,1.22,78,8,0.96,57.8,40.64,3230,6.569,48.800,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
69,Male,26,,3/7/2025,14:39,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,11,1.44,72.50,5,0.65,55.00,40.64,6670,6.339,48.800,13,1.90,74.40,10,1.22,57.00,40.64,2250,7.016,49.000,10,1.22,73.40,5,0.65,60.00,40.64,4890,6.630,51.300,12,1.63,76.2,9,0.98,58.5,40.64,3230,6.879,45.900,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
70,Male,65,,3/7/2025,14:59,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,12,1.63,65.30,3,0.49,36.70,40.64,6670,6.040,49.000,11,1.44,74.10,5,0.65,50.50,40.64,2250,5.063,36.300,8,0.96,72.80,5,0.65,55.50,40.64,4890,4.741,38.200,13,1.90,74.4,8,0.96,40.9,40.64,3230,6.482,32.900,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
71,Female,21,,3/7/2025,15:41,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,7,0.78,72.30,2,0.39,42.00,40.64,6670,5.505,49.400,13,1.90,71.00,9,0.98,46.60,40.64,2250,6.614,48.600,10,1.22,71.50,4,0.52,53.40,40.64,4890,6.360,52.400,11,1.44,72.5,7,0.78,55.7,40.64,3230,6.730,52.600,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
72,Female,27,,3/7/2025,15:58,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,8,0.96,66.00,3,0.49,54.30,40.64,6670,4.769,31.400,11,1.44,64.00,8,0.96,51.80,40.64,2250,4.937,41.200,9,0.98,60.60,4,0.52,43.20,40.64,4890,5.404,40.800,10,1.22,67.5,6,0.72,39.7,40.64,3230,5.540,44.000,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
73,Female,20,,4/2/2025,16:40,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,11,1.44,82.00,2,0.39,38.25,40.64,6670,5.233,45.300,18,3.8,78.50,9,0.98,40.00,40.64,2250,6.259,45.700,12,1.63,79.00,4,0.52,47.00,40.64,4890,5.869,45.000,16,2.7,77.5,7,0.78,46.5,40.64,3230,5.893,43.600,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
74,Male,63,Lamp2a data removed due to input error,4/2/2025,14:30,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,10,1.22,91.00,2,0.39,40.50,40.64,6670,6.984,55.600,,,,9,0.98,40.50,40.64,2250,6.096,50.100,11,1.44,88.50,5,0.65,57.50,40.64,4890,6.646,31.700,14,2.15,85.5,9,0.98,61,40.64,3230,6.229,33.200,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
75,Male,61,,4/2/2025,15:33,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,4,0.52,72.40,1,0.3,51.00,40.64,6670,6.418,50.500,10,1.22,72.70,9,0.98,54.20,40.64,2250,6.916,51.000,5,0.65,74.00,4,0.52,53.40,40.64,4890,6.501,51.500,8,0.96,75.5,7,0.78,57.5,40.64,3230,6.779,53.500,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
76,Female,21,,4/4/2025,13:03,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,12,1.63,78.00,2,0.39,34.30,40.64,6670,6.639,31.200,13,1.90,76.40,2,0.39,31.30,40.64,2250,7.471,42.700,14,2.15,75.00,4,0.52,41.90,40.64,4890,7.082,43.100,17,3.3,74,5,0.65,37.8,40.64,3230,6.997,39.000,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
77,Female,18,,4/4/2025,13:30,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,6,0.72,67.20,1,0.3,42.50,40.64,6670,6.171,43.300,7,0.78,65.60,6,0.72,48.70,40.64,2250,6.462,45.100,9,0.98,66.20,4,0.52,54.90,40.64,4890,6.081,52.900,11,1.44,66.4,8,0.96,56,40.64,3230,6.352,52.800,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
78,Female,24,,4/10/2025,13:12,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,4,0.52,79.00,4,0.52,58.80,40.64,6670,5.712,52.100,14,2.15,79.40,11,1.44,56.00,40.64,2250,6.562,51.800,11,1.44,81.70,6,0.72,67.20,40.64,4890,6.875,54.500,13,1.90,80.8,10,1.22,68.7,40.64,3230,6.247,54.500,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
79,Female,18,,4/10/2025,13:30,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,12,1.63,77.30,3,0.49,45.00,40.64,6670,6.430,50.500,15,2.44,73.90,11,1.44,56.90,40.64,2250,7.228,49.000,12,1.63,77.80,6,0.72,53.60,40.64,4890,6.211,48.500,15,2.44,77.1,8,0.96,56.8,40.64,3230,6.214,49.300,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
80,Female,21,,4/10/2025,14:00,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,4,0.52,59.30,4,0.52,60.30,40.64,6670,4.318,45.000,13,1.90,62.80,9,0.98,49.60,40.64,2250,2.881,41.300,7,0.78,59.70,5,0.65,51.60,40.64,4890,3.731,49.500,10,1.22,58.2,7,0.78,49.6,40.64,3230,2.743,49.100,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
81,Female,18,,4/11/2025,13:30,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,13,1.90,80.20,2,0.39,27.60,40.64,6670,5.765,47.600,14,2.15,76.60,8,0.96,34.50,40.64,2250,5.820,48.100,10,1.22,77.60,4,0.52,30.90,40.64,4890,6.740,44.200,11,1.44,76.8,4,0.52,31.3,40.64,3230,6.064,43.000,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
82,Male,31,,4/11/2025,14:00,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,5,0.65,67.20,2,0.39,58.20,40.64,6670,6.990,67.300,11,1.44,71.40,10,1.22,57.20,40.64,2250,7.401,63.200,7,0.78,69.60,6,0.72,70.10,40.64,4890,6.679,56.000,10,1.22,65.8,8,0.96,64.4,40.64,3230,6.439,54.500,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
83,Male,25,,4/14/2025,14:20,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,11,1.44,74.20,4,0.52,46.60,40.64,6670,4.420,48.800,16,2.7,67.50,10,1.22,51.90,40.64,2250,5.507,42.400,13,1.90,72.10,6,0.72,64.90,40.64,4890,6.370,58.800,16,2.7,78.8,8,0.96,65,40.64,3230,7.063,63.400,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
84,Female,58,,4/14/2025,14:52,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,15,2.44,74.50,6,0.72,61.60,40.64,6670,6.630,47.200,16,2.7,72.60,10,1.22,56.70,40.64,2250,6.037,48.000,14,2.15,73.40,7,0.78,47.00,40.64,4890,5.868,50.100,15,2.44,72.9,8,0.96,46.7,40.64,3230,5.130,50.600,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
